subject,period,grain,metric_zh,value,unit,verification_status,official_value,official_unit,verification_count,verification_method,official_source_url,verification_note
中国电信,Q1 2018,quarter,EBITDA,26508,millions CNY,official_only,26508,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2018,quarter,EBITDA,29350,millions CNY,official_only,29350,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2018,quarter,EBITDA,24961,millions CNY,official_only,24961,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2018,quarter,EBITDA,23388,millions CNY,official_only,23388,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2019,quarter,EBITDA,30238,millions CNY,official_only,30238,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2019,quarter,EBITDA,33049,millions CNY,official_only,33049,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2019.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2019,quarter,EBITDA,28686,millions CNY,official_only,28686,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2019,quarter,EBITDA,25242,millions CNY,official_only,25242,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2019/annual2019_10.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2020,quarter,EBITDA,30161,millions CNY,official_only,30161,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2020,quarter,EBITDA,32993,millions CNY,official_only,32993,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2020.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2020,quarter,EBITDA,29056,millions CNY,official_only,29056,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2020,quarter,EBITDA,26670,millions CNY,official_only,26670,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/presentations/annpre210309.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2021,quarter,EBITDA,31052,millions CNY,official_only,31052,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2021,quarter,EBITDA,35296,millions CNY,official_only,35296,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2021,quarter,EBITDA,30000,millions CNY,official_only,30000,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2021,quarter,EBITDA,27564,millions CNY,official_only,27564,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2022,quarter,EBITDA,32361,millions CNY,official_only,32361,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2022,quarter,EBITDA,37487,millions CNY,official_only,37487,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2022,quarter,EBITDA,30610,millions CNY,official_only,30610,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2022,quarter,EBITDA,29901,millions CNY,official_only,29901,millions CNY,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2023,quarter,EBITDA,33874,millions CNY,official_only,33874,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2023,quarter,EBITDA,39472,millions CNY,official_only,39472,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2023,quarter,EBITDA,32302,millions CNY,official_only,32302,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2023,quarter,EBITDA,31182,millions CNY,official_only,31182,millions CNY,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/annual/2023/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2024,quarter,EBITDA,35100,millions CNY,official_only,35100,millions CNY,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2024,quarter,EBITDA,41692,millions CNY,official_only,41692,millions CNY,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2024,quarter,EBITDA,34231,millions CNY,official_only,34231,millions CNY,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2024,quarter,EBITDA,29824,millions CNY,official_only,29824,millions CNY,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2025,quarter,EBITDA,36700,millions CNY,official_only,36700,millions CNY,4,official_hkex_ifrs_row_check,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2025,quarter,EBITDA,43888,millions CNY,official_only,43888,millions CNY,2,official_h1_minus_q1_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2025,quarter,EBITDA,35012,millions CNY,official_only,35012,millions CNY,2,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2025,quarter,EBITDA,28272,millions CNY,official_only,28272,millions CNY,2,official_full_year_minus_9m_reconciliation,https://www.chinatelecom-h.com/en/media/press/p260324.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2026,quarter,EBITDA,33875,millions CNY,official_only,33875,millions CNY,4,official_quarterly_key_financial_data_check,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2016,quarter,EBITDA率,31.183,percent,official_only,31.183,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2016/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2016,quarter,EBITDA率,25.09,percent,official_only,25.09,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2016.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2017,quarter,EBITDA率,30.228,percent,official_only,30.228,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2017,quarter,EBITDA率,32.971,percent,official_only,32.971,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2017,quarter,EBITDA率,31.494,percent,official_only,31.494,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2017/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2017,quarter,EBITDA率,28.685,percent,official_only,28.685,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2017.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2018,quarter,EBITDA率,30.134,percent,official_only,30.134,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2018,quarter,EBITDA率,32.749,percent,official_only,32.749,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2018,quarter,EBITDA率,28.577,percent,official_only,28.577,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2018/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2018,quarter,EBITDA率,27.354,percent,official_only,27.354,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2018.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2019,quarter,EBITDA率,33.036,percent,official_only,33.036,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2019,quarter,EBITDA率,36.294,percent,official_only,36.294,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2019.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2019,quarter,EBITDA率,32.27,percent,official_only,32.27,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2019/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2019,quarter,EBITDA率,29.308,percent,official_only,29.308,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2019/annual2019_10.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2020,quarter,EBITDA率,32.735,percent,official_only,32.735,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2020,quarter,EBITDA率,34.739,percent,official_only,34.739,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2020.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2020,quarter,EBITDA率,30.99,percent,official_only,30.99,percent,3,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2020/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2020,quarter,EBITDA率,28.699,percent,official_only,28.699,percent,3,official_cumulative_report_quarter_reconciliation,https://www.chinatelecom-h.com/en/ir/presentations/annpre210309.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2021,quarter,EBITDA率,34.128,percent,official_only,34.128,percent,5,official_h1_minus_q1_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2021,quarter,EBITDA率,29.771,percent,official_only,29.771,percent,3,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2021,quarter,EBITDA率,27.968,percent,official_only,27.968,percent,3,official_fy_minus_9m_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2021.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2022,quarter,EBITDA率,29.413,percent,official_only,29.413,percent,2,official_quarterly_statement_check,https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2022,quarter,EBITDA率,33.66,percent,official_only,33.66,percent,3,official_h1_minus_q1_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2022,quarter,EBITDA率,28.55,percent,official_only,28.55,percent,3,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2022,quarter,EBITDA率,28.122,percent,official_only,28.122,percent,3,official_fy_minus_9m_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2022.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2023,quarter,EBITDA率,28.59,percent,official_only,28.59,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2023,quarter,EBITDA率,33.59,percent,official_only,33.59,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2023,quarter,EBITDA率,28.39,percent,official_only,28.39,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2023/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2023,quarter,EBITDA率,27.06,percent,official_only,27.06,percent,2,official_cumulative_report_quarter_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/annual/2023/res.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2024,quarter,EBITDA率,28.23,percent,official_only,28.23,percent,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2024,quarter,EBITDA率,34.21,percent,official_only,34.21,percent,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2024,quarter,EBITDA率,29.34,percent,official_only,29.34,percent,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2024,quarter,EBITDA率,25.03,percent,official_only,25.03,percent,3,official_quarterly_key_financial_data_with_cumulative_report_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2025,quarter,EBITDA率,27.085,percent,official_only,27.085,percent,4,official_ebitda_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int1q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2025,quarter,EBITDA率,32.277,percent,official_only,32.277,percent,2,official_ebitda_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2025,quarter,EBITDA率,27.892,percent,official_only,27.892,percent,2,official_ebitda_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int3q.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2025,quarter,EBITDA率,21.321,percent,official_only,21.321,percent,2,official_ebitda_divided_by_revenue_reconciliation,https://www.chinatelecom-h.com/en/media/press/p260324.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2026,quarter,EBITDA率,25.669,percent,official_only,25.669,percent,4,official_ebitda_divided_by_revenue_reconciliation,https://www.chinatelecom-h.com/en/ir/finhigh_keyfindata_quarterly.php,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2021,quarter,自由现金流,"23,654",millions CNY,official_conflict,23576,millions CNY,5,official_h1_minus_q1_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2021.pdf,标准化表 23654 与官方值 23576 不一致，差异 78.000；正式回答应采用官方值并说明口径冲突。
中国电信,Q3 2021,quarter,自由现金流,"22,907",millions CNY,official_conflict,22033,millions CNY,3,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2021/int3q.pdf,标准化表 22907 与官方值 22033 不一致，差异 874.000；正式回答应采用官方值并说明口径冲突。
中国电信,Q4 2021,quarter,自由现金流,"-11,014",millions CNY,official_conflict,-10139,millions CNY,3,official_fy_minus_9m_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2021.pdf,标准化表 -11014 与官方值 -10139 不一致，差异 -875.000；正式回答应采用官方值并说明口径冲突。
中国电信,Q1 2022,quarter,自由现金流,"11,944",millions CNY,official_match,11944,millions CNY,2,official_quarterly_statement_check,https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int1q.pdf,标准化表与官方值一致，差异 0.000。
中国电信,Q2 2022,quarter,自由现金流,"25,970",millions CNY,official_match,25970,millions CNY,3,official_h1_minus_q1_reconciliation,https://www.chinatelecom-h.com/en/ir/report/interim2022.pdf,标准化表与官方值一致，差异 0.000。
中国电信,Q3 2022,quarter,自由现金流,"17,853",millions CNY,official_match,17853,millions CNY,3,official_9m_minus_h1_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2022/int3q.pdf,标准化表与官方值一致，差异 0.000。
中国电信,Q4 2022,quarter,自由现金流,"-9,040",millions CNY,official_match,-9040,millions CNY,3,official_fy_minus_9m_reconciliation,https://www.chinatelecom-h.com/en/ir/report/annual2022.pdf,标准化表与官方值一致，差异 0.000。
中国电信,Q1 2023,quarter,自由现金流,"13,711",millions CNY,official_match,13706.747,millions CNY,3,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca230421b.pdf,标准化表与官方值一致，差异 4.253。
中国电信,Q2 2023,quarter,自由现金流,"23,507",millions CNY,official_conflict,23630.885,millions CNY,3,official_operating_cash_flow_minus_capex_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9393219&stockid=601728,标准化表 23507 与官方值 23630.9 不一致，差异 -123.885；正式回答应采用官方值并说明口径冲突。
中国电信,Q3 2023,quarter,自由现金流,"14,548",millions CNY,official_conflict,14932.899,millions CNY,3,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca231021e.pdf,标准化表 14548 与官方值 14932.9 不一致，差异 -384.899；正式回答应采用官方值并说明口径冲突。
中国电信,Q4 2023,quarter,自由现金流,"-4,124",millions CNY,official_conflict,-3821.197,millions CNY,4,official_operating_cash_flow_minus_capex_reconciliation,https://www.chinatelecom-h.com/sc/ir/report/annual2023_ashare.pdf,标准化表 -4124 与官方值 -3821.2 不一致，差异 -302.803；正式回答应采用官方值并说明口径冲突。
中国电信,Q1 2024,quarter,自由现金流,"5,606",millions CNY,official_conflict,6148.771,millions CNY,3,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca240424.pdf,标准化表 5606 与官方值 6148.77 不一致，差异 -542.771；正式回答应采用官方值并说明口径冲突。
中国电信,Q2 2024,quarter,自由现金流,"18,109",millions CNY,official_conflict,17157.213,millions CNY,4,official_operating_cash_flow_minus_capex_reconciliation,https://www.chinatelecom-h.com/sc/ir/report/interim2024_ashare.pdf,标准化表 18109 与官方值 17157.2 不一致，差异 951.787；正式回答应采用官方值并说明口径冲突。
中国电信,Q3 2024,quarter,自由现金流,"15,408",millions CNY,official_conflict,15816.637,millions CNY,4,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca241023.pdf,标准化表 15408 与官方值 15816.6 不一致，差异 -408.637；正式回答应采用官方值并说明口径冲突。
中国电信,Q4 2024,quarter,自由现金流,"15,874",millions CNY,official_match,15874.169,millions CNY,4,official_operating_cash_flow_minus_capex_reconciliation,https://www.chinatelecom-h.com/sc/ir/report/annual2024_ashare.pdf,标准化表与官方值一致，差异 -0.169。
中国电信,Q1 2025,quarter,自由现金流,"-3,383",millions CNY,official_match,-3383,millions CNY,4,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int1q.pdf,标准化表与官方值一致，差异 0.000。
中国电信,Q2 2025,quarter,自由现金流,"23,463",millions CNY,official_conflict,16483,millions CNY,2,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int.pdf,标准化表 23463 与官方值 16483 不一致，差异 6980.000；正式回答应采用官方值并说明口径冲突。
中国电信,Q3 2025,quarter,自由现金流,"22,396",millions CNY,official_conflict,29511,millions CNY,2,official_operating_cash_flow_minus_capex_reconciliation,https://doc.irasia.com/listco/hk/chinatelecom/interim/2025/int3q.pdf,标准化表 22396 与官方值 29511 不一致，差异 -7115.000；正式回答应采用官方值并说明口径冲突。
中国电信,Q4 2025,quarter,自由现金流,"8,895",millions CNY,official_conflict,2089,millions CNY,2,official_operating_cash_flow_minus_capex_reconciliation,https://www.chinatelecom-h.com/en/media/press/p260324.pdf,标准化表 8895 与官方值 2089 不一致，差异 6806.000；正式回答应采用官方值并说明口径冲突。
中国电信,Q1 2026,quarter,自由现金流,"8,367",millions CNY,official_conflict,8522.574,millions CNY,4,official_operating_cash_flow_minus_capex_reconciliation,https://static.cninfo.com.cn/finalpage/2026-04-24/1225159634.PDF,标准化表 8367 与官方值 8522.57 不一致，差异 -155.574；正式回答应采用官方值并说明口径冲突。
中国电信,Q1 2023,quarter,毛利率,29.475,percent,official_only,29.475,percent,3,official_gross_profit_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca230421b.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2023,quarter,毛利率,32.043,percent,official_only,32.043,percent,3,official_gross_profit_divided_by_revenue_reconciliation,https://vip.stock.finance.sina.com.cn/corp/view/vCB_AllBulletinDetail.php?id=9393219&stockid=601728,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2023,quarter,毛利率,28.766,percent,official_only,28.766,percent,3,official_gross_profit_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca231021e.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2023,quarter,毛利率,24.97,percent,official_only,24.97,percent,4,official_gross_profit_divided_by_revenue_reconciliation,https://www.chinatelecom-h.com/sc/ir/report/annual2023_ashare.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2024,quarter,毛利率,29.405,percent,official_only,29.405,percent,3,official_gross_profit_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca240424.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q2 2024,quarter,毛利率,32.3,percent,official_only,32.3,percent,4,official_gross_profit_divided_by_revenue_reconciliation,https://www.chinatelecom-h.com/sc/ir/report/interim2024_ashare.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q3 2024,quarter,毛利率,28.207,percent,official_only,28.207,percent,4,official_gross_profit_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca241023.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q4 2024,quarter,毛利率,24.708,percent,official_only,24.708,percent,4,official_gross_profit_divided_by_revenue_reconciliation,https://www.chinatelecom-h.com/sc/ir/report/annual2024_ashare.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
中国电信,Q1 2025,quarter,毛利率,29.468,percent,official_only,29.468,percent,3,official_gross_profit_divided_by_revenue_reconciliation,https://doc.irasia.com/listco/cn/chinatelecom/announcement/sca250426c.pdf,官方报告披露该口径，但标准化在线表未提供同名字段；作为官方独有口径补入。
