vendor,legal_name,ticker,fiscal_year,fiscal_year_end,metric_key,metric_zh,value,currency,unit,official_value,official_unit,verification_status,verification_count,verification_method,verification_sources,verification_note,source_ids,primary_source_url,disclosure_quality,quality_note
AWS,"Amazon.com, Inc.",AMZN,2020,December 31,operating_income,经营利润/分部经营利润,13531.0,USD,millions,13531.0,millions,official_match,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_d212a6f6d7329c"", ""label"": ""Amazon Q1 2020 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000010/amzn-20200331x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_74afba1bb44caa"", ""label"": ""Amazon Q2 2020 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000021/amzn-20200630.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_236bcd42364e46"", ""label"": ""Amazon Q3 2020 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000030/amzn-20200930.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_ef17b92fc8e6b5"", ""label"": ""Amazon 2020 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_d212a6f6d7329c;history_74afba1bb44caa;history_236bcd42364e46;history_ef17b92fc8e6b5,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2021,December 31,operating_income,经营利润/分部经营利润,18532.0,USD,millions,18532.0,millions,official_match,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_5270bdd87b42c9"", ""label"": ""Amazon Q1 2021 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000010/amzn-20210331.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_d28e6406a06096"", ""label"": ""Amazon Q2 2021 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000020/amzn-20210630.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_a3355291963839"", ""label"": ""Amazon Q3 2021 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000028/amzn-20210930.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_0e1386a61fb5d0"", ""label"": ""Amazon 2021 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_5270bdd87b42c9;history_d28e6406a06096;history_a3355291963839;history_0e1386a61fb5d0,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2022,December 31,operating_income,经营利润/分部经营利润,22841.0,USD,millions,22841.0,millions,official_match,4,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_c2243381d6a02c"", ""label"": ""Amazon 2022 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm"", ""type"": ""official_annual_report_reconciliation""}, {""id"": ""history_4f9ddde974d962"", ""label"": ""Amazon Q3 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q3/AMZN-Q3-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}, {""id"": ""history_de084a843fdc5a"", ""label"": ""Amazon Q4 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q4/AMZN-Q4-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_c2243381d6a02c;history_4f9ddde974d962;history_de084a843fdc5a,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2023,December 31,operating_income,经营利润/分部经营利润,24631,USD,millions,24631,millions,official_match,3,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_de084a843fdc5a"", ""label"": ""Amazon Q4 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q4/AMZN-Q4-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}, {""id"": ""history_4f9ddde974d962"", ""label"": ""Amazon Q3 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q3/AMZN-Q3-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_de084a843fdc5a;history_4f9ddde974d962,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2024,December 31,operating_income,经营利润/分部经营利润,39834,USD,millions,39834,millions,official_match,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_98dcce7450fd2c"", ""label"": ""Amazon Q1 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q1/AMZN-Q1-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_c9e605da907323"", ""label"": ""Amazon Q2 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q2/AMZN-Q2-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_b711135e1b1368"", ""label"": ""Amazon Q3 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q3/AMZN-Q3-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_0c2baeb0de2a4f"", ""label"": ""Amazon Q4 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q4/AMZN-Q4-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_98dcce7450fd2c;history_c9e605da907323;history_b711135e1b1368;history_0c2baeb0de2a4f,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2025,December 31,operating_income,经营利润/分部经营利润,45606,USD,millions,45606,millions,official_match,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_8cab062aab1a89"", ""label"": ""Amazon Q1 2025 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2025/q1/AMZN-Q1-2025-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_c9c13f811f1551"", ""label"": ""Amazon Q2 2025 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2025/q2/AMZN-Q2-2025-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_867792186592da"", ""label"": ""Amazon Q3 2025 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2025/q3/AMZN-Q3-2025-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_344a2a02f3eeee"", ""label"": ""Amazon 2025 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_8cab062aab1a89;history_c9c13f811f1551;history_867792186592da;history_344a2a02f3eeee,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2016,December 31,revenue_yoy,收入同比增长,,,percent,,percent,source_gap_confirmed,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_a7d544f7379483"", ""label"": ""Amazon Q1 2016 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872416000227/amzn-20160331x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_830271b0d81167"", ""label"": ""Amazon Q2 2016 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872416000286/amzn-20160630x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_28dedd48b2d924"", ""label"": ""Amazon Q3 2016 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872416000324/amzn-20160930x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_a45589b59e4797"", ""label"": ""Amazon 2016 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872417000011/amzn-20161231x10k.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_a7d544f7379483;history_830271b0d81167;history_28dedd48b2d924;history_a45589b59e4797,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2017,December 31,revenue_yoy,收入同比增长,42.9,,percent,42.9,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_42c308ec5f5522"", ""label"": ""Amazon Q1 2017 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872417000051/amzn-20170331x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_e27a1b1da6f8f9"", ""label"": ""Amazon Q2 2017 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872417000100/amzn-20170630x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_90272d6707fd0c"", ""label"": ""Amazon Q3 2017 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872417000135/amzn-20170930x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_9ac43eb5f3a2a9"", ""label"": ""Amazon 2017 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872418000005/amzn-20171231x10k.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_42c308ec5f5522;history_e27a1b1da6f8f9;history_90272d6707fd0c;history_9ac43eb5f3a2a9,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2018,December 31,revenue_yoy,收入同比增长,46.9,,percent,46.9,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_dddb634562b9ac"", ""label"": ""Amazon Q1 2018 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872418000072/amzn-20180331x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_466d04da5b6ac3"", ""label"": ""Amazon Q2 2018 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872418000108/amzn-20180630x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_6854c825aa1f99"", ""label"": ""Amazon Q3 2018 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872418000159/amzn-20180930x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_726d1b2f6b8818"", ""label"": ""Amazon 2018 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872419000004/amzn-20181231x10k.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_dddb634562b9ac;history_466d04da5b6ac3;history_6854c825aa1f99;history_726d1b2f6b8818,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2019,December 31,revenue_yoy,收入同比增长,36.5,,percent,36.5,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_c20f09db7beaba"", ""label"": ""Amazon Q1 2019 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872419000043/amzn-2019331x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_25f685c0e51150"", ""label"": ""Amazon Q2 2019 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872419000071/amzn-2019630x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_66b249b13eeb5e"", ""label"": ""Amazon Q3 2019 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872419000089/amzn-2019930x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_87fafa3723f2fb"", ""label"": ""Amazon 2019 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_c20f09db7beaba;history_25f685c0e51150;history_66b249b13eeb5e;history_87fafa3723f2fb,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2020,December 31,revenue_yoy,收入同比增长,29.5,,percent,29.5,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_d212a6f6d7329c"", ""label"": ""Amazon Q1 2020 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000010/amzn-20200331x10q.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_74afba1bb44caa"", ""label"": ""Amazon Q2 2020 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000021/amzn-20200630.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_236bcd42364e46"", ""label"": ""Amazon Q3 2020 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872420000030/amzn-20200930.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_ef17b92fc8e6b5"", ""label"": ""Amazon 2020 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_d212a6f6d7329c;history_74afba1bb44caa;history_236bcd42364e46;history_ef17b92fc8e6b5,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2021,December 31,revenue_yoy,收入同比增长,37.1,,percent,37.1,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_5270bdd87b42c9"", ""label"": ""Amazon Q1 2021 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000010/amzn-20210331.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_d28e6406a06096"", ""label"": ""Amazon Q2 2021 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000020/amzn-20210630.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_a3355291963839"", ""label"": ""Amazon Q3 2021 Form 10-Q AWS segment table"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872421000028/amzn-20210930.htm"", ""type"": ""official_quarterly_sec_filing""}, {""id"": ""history_0e1386a61fb5d0"", ""label"": ""Amazon 2021 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_5270bdd87b42c9;history_d28e6406a06096;history_a3355291963839;history_0e1386a61fb5d0,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2022,December 31,revenue_yoy,收入同比增长,28.8,,percent,28.8,percent,official_derived_from_verified_rows,4,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_c2243381d6a02c"", ""label"": ""Amazon 2022 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm"", ""type"": ""official_annual_report_reconciliation""}, {""id"": ""history_4f9ddde974d962"", ""label"": ""Amazon Q3 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q3/AMZN-Q3-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}, {""id"": ""history_de084a843fdc5a"", ""label"": ""Amazon Q4 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q4/AMZN-Q4-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_c2243381d6a02c;history_4f9ddde974d962;history_de084a843fdc5a,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2023,December 31,revenue_yoy,收入同比增长,13.3,,percent,13.3,percent,official_derived_from_verified_rows,3,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_de084a843fdc5a"", ""label"": ""Amazon Q4 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q4/AMZN-Q4-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}, {""id"": ""history_4f9ddde974d962"", ""label"": ""Amazon Q3 2023 earnings release trailing AWS segment table"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2023/q3/AMZN-Q3-2023-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release_trailing_table""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_de084a843fdc5a;history_4f9ddde974d962,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2024,December 31,revenue_yoy,收入同比增长,18.5,,percent,18.5,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_98dcce7450fd2c"", ""label"": ""Amazon Q1 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q1/AMZN-Q1-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_c9e605da907323"", ""label"": ""Amazon Q2 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q2/AMZN-Q2-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_b711135e1b1368"", ""label"": ""Amazon Q3 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q3/AMZN-Q3-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_0c2baeb0de2a4f"", ""label"": ""Amazon Q4 2024 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2024/q4/AMZN-Q4-2024-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_98dcce7450fd2c;history_c9e605da907323;history_b711135e1b1368;history_0c2baeb0de2a4f,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
AWS,"Amazon.com, Inc.",AMZN,2025,December 31,revenue_yoy,收入同比增长,19.7,,percent,19.7,percent,official_derived_from_verified_rows,5,three_distinct_official_documents,"[{""id"": ""history_db11329f9f082c"", ""label"": ""Amazon quarterly results and filings"", ""url"": ""https://ir.aboutamazon.com/quarterly-results/default.aspx"", ""type"": ""official_historical_disclosure""}, {""id"": ""history_8cab062aab1a89"", ""label"": ""Amazon Q1 2025 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2025/q1/AMZN-Q1-2025-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_c9c13f811f1551"", ""label"": ""Amazon Q2 2025 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2025/q2/AMZN-Q2-2025-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_867792186592da"", ""label"": ""Amazon Q3 2025 earnings release"", ""url"": ""https://s2.q4cdn.com/299287126/files/doc_financials/2025/q3/AMZN-Q3-2025-Earnings-Release.pdf"", ""type"": ""official_quarterly_earnings_release""}, {""id"": ""history_344a2a02f3eeee"", ""label"": ""Amazon 2025 Form 10-K AWS segment reconciliation"", ""url"": ""https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm"", ""type"": ""official_annual_report_reconciliation""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,history_db11329f9f082c;history_8cab062aab1a89;history_c9c13f811f1551;history_867792186592da;history_344a2a02f3eeee,https://ir.aboutamazon.com/quarterly-results/default.aspx,direct_segment,AWS 为 Amazon 直接披露业务分部，收入和经营利润可直接用于同业云业务比较。
